,solar_result,3시간기온,강수형태,강수확률,습도,풍속,풍향,하늘상태,altitude,azimuth
2017060100,0.0,,,,,,,,,
2017060101,0.0,,,,,,,,,
2017060102,0.0,,,,,,,,,
2017060103,0.0,,,,,,,,,
2017060104,0.0,,,,,,,,,
2017060105,0.0,,,,,,,,,
2017060106,5.28,18.0,0.0,0.0,80.0,2.1,108.0,1.0,,
2017060107,23.28,19.0,0.0,0.0,75.0,2.2,109.0,1.0,,
2017060108,31.44,20.0,0.0,0.0,70.0,2.3,110.0,1.0,,
2017060109,33.12,21.0,0.0,0.0,65.0,2.4,111.0,1.0,44.23,92.42
2017060110,50.16,21.333333333333332,0.0,0.0,65.0,2.3333333333333335,112.0,1.0,,
2017060111,96.72,21.666666666666668,0.0,0.0,65.0,2.2666666666666666,113.0,1.0,,
2017060112,120.96,22.0,0.0,0.0,65.0,2.2,114.0,1.0,76.04,158.5
2017060113,118.8,21.333333333333332,0.0,0.0,63.333333333333336,2.4333333333333336,107.66666666666667,1.0,,
2017060114,107.76,20.666666666666668,0.0,0.0,61.666666666666664,2.6666666666666665,101.33333333333333,1.0,,
2017060115,90.96,20.0,0.0,0.0,60.0,2.9,95.0,1.0,53.08,260.0
2017060116,62.64,19.666666666666668,0.0,0.0,61.666666666666664,2.2666666666666666,92.0,1.0,,
2017060117,32.88,19.333333333333332,0.0,0.0,63.333333333333336,1.6333333333333333,89.0,1.0,,
2017060118,10.08,19.0,0.0,0.0,65.0,1.0,86.0,1.0,16.44,285.35
2017060119,1.44,18.333333333333332,0.0,0.0,66.66666666666667,1.3,86.0,1.0,,
2017060120,0.0,17.666666666666668,0.0,0.0,68.33333333333333,1.6,86.0,1.0,,
2017060121,0.0,17.0,0.0,0.0,70.0,1.9,86.0,1.0,,
2017060122,0.0,17.0,0.0,3.3333333333333335,71.66666666666667,1.9333333333333333,81.0,1.3333333333333333,,
2017060123,0.0,17.0,0.0,6.666666666666667,73.33333333333333,1.9666666666666666,76.0,1.6666666666666665,,
2017060200,0.0,17.0,0.0,10.0,75.0,2.0,71.0,2.0,,
2017060201,0.0,17.166666666666668,0.0,11.666666666666666,75.83333333333333,2.0,110.16666666666666,2.1666666666666665,,
2017060202,0.0,17.333333333333332,0.0,13.333333333333334,76.66666666666667,2.0,149.33333333333331,2.3333333333333335,,
2017060203,0.0,17.5,0.0,15.0,77.5,2.0,188.5,2.5,,
2017060204,0.0,17.666666666666668,0.0,16.666666666666668,78.33333333333333,2.0,227.66666666666666,2.6666666666666665,,
2017060205,0.0,17.833333333333332,0.0,18.333333333333336,79.16666666666667,2.0,266.8333333333333,2.833333333333333,,
2017060206,5.04,18.0,0.0,20.0,80.0,2.0,306.0,3.0,,
2017060207,31.68,19.0,0.0,20.0,73.33333333333333,2.2333333333333334,295.0,3.0,,
2017060208,60.48,20.0,0.0,20.0,66.66666666666667,2.466666666666667,284.0,3.0,,
2017060209,85.68,21.0,0.0,20.0,60.0,2.7,273.0,3.0,44.24,92.31
2017060210,122.16,21.666666666666668,0.0,20.0,61.666666666666664,2.9333333333333336,276.0,3.0,,
2017060211,133.44,22.333333333333332,0.0,20.0,63.333333333333336,3.1666666666666665,279.0,3.0,,
2017060212,135.6,23.0,0.0,20.0,65.0,3.4,282.0,3.0,76.1,158.31
2017060213,127.2,23.0,0.0,16.666666666666668,61.666666666666664,3.9,283.3333333333333,2.6666666666666665,,
2017060214,114.96,23.0,0.0,13.333333333333332,58.333333333333336,4.4,284.6666666666667,2.3333333333333335,,
2017060215,95.52,23.0,0.0,10.0,55.0,4.9,286.0,2.0,53.14,260.1
2017060216,65.76,22.666666666666668,0.0,10.0,56.666666666666664,4.866666666666667,287.0,2.0,,
2017060217,32.16,22.333333333333332,0.0,10.0,58.333333333333336,4.833333333333333,288.0,2.0,,
2017060218,8.64,22.0,0.0,10.0,60.0,4.8,289.0,2.0,16.5,285.41
2017060219,0.96,21.333333333333332,0.0,10.0,61.666666666666664,3.9,312.6666666666667,2.0,,
2017060220,0.0,20.666666666666668,0.0,10.0,63.333333333333336,3.0,336.3333333333333,2.0,,
2017060221,0.0,20.0,0.0,10.0,65.0,2.1,360.0,2.0,,
2017060222,0.0,19.333333333333332,0.0,10.0,66.66666666666667,1.9666666666666668,262.6666666666667,2.0,,
2017060223,0.0,18.666666666666668,0.0,10.0,68.33333333333333,1.8333333333333333,165.33333333333334,2.0,,
2017060300,0.0,18.0,0.0,10.0,70.0,1.7,68.0,2.0,,
2017060301,0.0,18.0,0.0,8.333333333333334,70.83333333333333,1.6833333333333333,57.666666666666664,1.8333333333333333,,
2017060302,0.0,18.0,0.0,6.666666666666666,71.66666666666667,1.6666666666666667,47.33333333333333,1.6666666666666667,,
2017060303,0.0,18.0,0.0,5.0,72.5,1.65,37.0,1.5,,
2017060304,0.0,18.0,0.0,3.333333333333333,73.33333333333333,1.6333333333333333,26.666666666666664,1.3333333333333335,,
2017060305,0.0,18.0,0.0,1.666666666666666,74.16666666666667,1.6166666666666667,16.33333333333333,1.1666666666666667,,
2017060306,5.04,18.0,0.0,0.0,75.0,1.6,6.0,1.0,,
2017060307,24.48,19.333333333333332,0.0,0.0,68.33333333333333,2.4,101.0,1.0,,
2017060308,65.52,20.666666666666668,0.0,0.0,61.666666666666664,3.2,196.0,1.0,,
2017060309,94.32,22.0,0.0,0.0,55.0,4.0,291.0,1.0,44.26,92.2
2017060310,113.76,23.0,0.0,0.0,51.666666666666664,4.0,297.0,1.0,,
2017060311,129.6,24.0,0.0,0.0,48.333333333333336,4.0,303.0,1.0,,
2017060312,137.28,25.0,0.0,0.0,45.0,4.0,309.0,1.0,76.17,158.12
2017060313,124.8,24.333333333333332,0.0,0.0,46.666666666666664,3.466666666666667,231.66666666666669,1.0,,
2017060314,111.36,23.666666666666668,0.0,0.0,48.333333333333336,2.9333333333333336,154.33333333333334,1.0,,
2017060315,94.08,23.0,0.0,0.0,50.0,2.4,77.0,1.0,53.2,260.19
2017060316,65.28,22.333333333333332,0.0,0.0,53.333333333333336,2.0,81.33333333333333,1.0,,
2017060317,20.4,21.666666666666668,0.0,0.0,56.666666666666664,1.6,85.66666666666667,1.0,,
2017060318,9.6,21.0,0.0,0.0,60.0,1.2,90.0,1.0,16.56,285.46
2017060319,1.68,20.333333333333332,0.0,0.0,61.666666666666664,1.3666666666666667,85.66666666666667,1.0,,
2017060320,0.0,19.666666666666668,0.0,0.0,63.333333333333336,1.5333333333333332,81.33333333333333,1.0,,
2017060321,0.0,19.0,0.0,0.0,65.0,1.7,77.0,1.0,,
2017060322,0.0,18.666666666666668,0.0,0.0,65.0,1.5,160.66666666666669,1.0,,
2017060323,0.0,18.333333333333332,0.0,0.0,65.0,1.3,244.33333333333334,1.0,,
2017060400,0.0,18.0,0.0,0.0,65.0,1.1,328.0,1.0,,
2017060401,0.0,18.0,0.0,0.0,60.833333333333336,1.25,319.8333333333333,1.0,,
2017060402,0.0,18.0,0.0,0.0,56.666666666666664,1.4000000000000001,311.6666666666667,1.0,,
2017060403,0.0,18.0,0.0,0.0,52.5,1.55,303.5,1.0,,
2017060404,0.0,18.0,0.0,0.0,48.33333333333333,1.7000000000000002,295.3333333333333,1.0,,
2017060405,0.0,18.0,0.0,0.0,44.166666666666664,1.85,287.1666666666667,1.0,,
2017060406,4.08,18.0,0.0,0.0,40.0,2.0,279.0,1.0,,
2017060407,30.48,19.666666666666668,0.0,0.0,41.666666666666664,2.066666666666667,282.6666666666667,1.0,,
2017060408,68.16,21.333333333333332,0.0,0.0,43.333333333333336,2.1333333333333333,286.3333333333333,1.0,,
2017060409,85.68,23.0,0.0,0.0,45.0,2.2,290.0,1.0,44.27,92.1
2017060410,119.52,23.666666666666668,0.0,3.3333333333333335,46.666666666666664,2.466666666666667,216.0,1.3333333333333333,,
2017060411,127.92,24.333333333333332,0.0,6.666666666666667,48.333333333333336,2.7333333333333334,142.0,1.6666666666666665,,
2017060412,134.64,25.0,0.0,10.0,50.0,3.0,68.0,2.0,76.23,157.52
2017060413,128.4,24.0,0.0,10.0,51.666666666666664,2.9,69.33333333333333,2.0,,
2017060414,116.4,23.0,0.0,10.0,53.333333333333336,2.8000000000000003,70.66666666666667,2.0,,
2017060415,95.28,22.0,0.0,10.0,55.0,2.7,72.0,2.0,53.25,260.27
2017060416,66.0,21.666666666666668,0.0,10.0,56.666666666666664,2.7333333333333334,72.0,2.0,,
2017060417,32.16,21.333333333333332,0.0,10.0,58.333333333333336,2.7666666666666666,72.0,2.0,,
2017060418,9.36,21.0,0.0,10.0,60.0,2.8,72.0,2.0,17.02,285.51
2017060419,0.96,20.0,0.0,13.333333333333334,63.333333333333336,2.6666666666666665,71.0,2.3333333333333335,,
2017060420,0.0,19.0,0.0,16.666666666666668,66.66666666666667,2.533333333333333,70.0,2.6666666666666665,,
2017060421,0.0,18.0,0.0,20.0,70.0,2.4,69.0,3.0,,
2017060422,0.0,17.666666666666668,0.0,20.0,71.66666666666667,2.433333333333333,67.66666666666667,3.0,,
2017060423,0.0,17.333333333333332,0.0,20.0,73.33333333333333,2.466666666666667,66.33333333333333,3.0,,
2017060500,0.0,17.0,0.0,20.0,75.0,2.5,65.0,3.0,,
2017060501,0.0,17.166666666666668,0.0,21.666666666666668,74.16666666666667,2.5833333333333335,65.0,3.1666666666666665,,
2017060502,0.0,17.333333333333332,0.0,23.333333333333332,73.33333333333333,2.6666666666666665,65.0,3.3333333333333335,,
2017060503,0.0,17.5,0.0,25.0,72.5,2.75,65.0,3.5,,
2017060504,0.0,17.666666666666668,0.0,26.666666666666668,71.66666666666667,2.8333333333333335,65.0,3.6666666666666665,,
2017060505,0.0,17.833333333333332,0.0,28.333333333333336,70.83333333333333,2.9166666666666665,65.0,3.833333333333333,,
2017060506,8.4,18.0,0.0,30.0,70.0,3.0,65.0,4.0,,
2017060507,30.48,18.666666666666668,0.0,30.0,70.0,3.0,68.66666666666667,4.0,,
2017060508,66.0,19.333333333333332,0.0,30.0,70.0,3.0,72.33333333333333,4.0,,
2017060509,93.6,20.0,0.0,30.0,70.0,3.0,76.0,4.0,44.28,92.0
2017060510,114.0,20.333333333333332,0.0,30.0,71.66666666666667,3.0,76.0,4.0,,
2017060511,129.84,20.666666666666668,0.0,30.0,73.33333333333333,3.0,76.0,4.0,,
2017060512,127.2,21.0,0.0,30.0,75.0,3.0,76.0,4.0,76.28,157.33
2017060513,120.72,20.666666666666668,0.0,30.0,73.33333333333333,3.3,76.33333333333333,4.0,,
2017060514,118.8,20.333333333333332,0.0,30.0,71.66666666666667,3.6,76.66666666666667,4.0,,
2017060515,78.96,20.0,0.0,30.0,70.0,3.9,77.0,4.0,53.31,260.35
2017060516,65.28,19.666666666666668,0.3333333333333333,40.0,71.66666666666667,3.9,78.66666666666667,4.0,,
2017060517,32.64,19.333333333333332,0.6666666666666666,50.0,73.33333333333333,3.9,80.33333333333333,4.0,,
2017060518,12.72,19.0,1.0,60.0,75.0,3.9,82.0,4.0,17.07,285.56
2017060519,2.64,18.666666666666668,1.0,60.0,76.66666666666667,4.2,88.33333333333333,4.0,,
2017060520,0.0,18.333333333333332,1.0,60.0,78.33333333333333,4.5,94.66666666666667,4.0,,
2017060521,0.0,18.0,1.0,60.0,80.0,4.8,101.0,4.0,,
2017060522,0.0,18.0,1.0,63.333333333333336,81.66666666666667,4.3,106.66666666666667,4.0,,
2017060523,0.0,18.0,1.0,66.66666666666667,83.33333333333333,3.8,112.33333333333333,4.0,,
2017060600,0.0,18.0,1.0,70.0,85.0,3.3,118.0,4.0,,
2017060601,0.0,18.0,1.0,71.66666666666667,85.83333333333333,3.333333333333333,119.66666666666667,4.0,,
2017060602,0.0,18.0,1.0,73.33333333333333,86.66666666666667,3.3666666666666667,121.33333333333333,4.0,,
2017060603,0.0,18.0,1.0,75.0,87.5,3.4,123.0,4.0,,
2017060604,0.0,18.0,1.0,76.66666666666667,88.33333333333333,3.433333333333333,124.66666666666667,4.0,,
2017060605,0.0,18.0,1.0,78.33333333333333,89.16666666666667,3.466666666666667,126.33333333333333,4.0,,
2017060606,1.92,18.0,1.0,80.0,90.0,3.5,128.0,4.0,,
2017060607,13.44,18.666666666666668,1.0,73.33333333333333,91.66666666666667,3.5,157.66666666666666,4.0,,
2017060608,24.48,19.333333333333332,1.0,66.66666666666667,93.33333333333333,3.5,187.33333333333334,4.0,,
2017060609,39.36,20.0,1.0,60.0,95.0,3.5,217.0,4.0,44.29,91.5
2017060610,64.8,20.666666666666668,1.0,60.0,90.0,4.0,225.66666666666666,4.0,,
2017060611,44.4,21.333333333333332,1.0,60.0,85.0,4.5,234.33333333333334,4.0,,
2017060612,67.2,22.0,1.0,60.0,80.0,5.0,243.0,4.0,76.34,157.14
2017060613,51.36,22.0,0.6666666666666667,50.0,78.33333333333333,5.966666666666667,243.66666666666666,4.0,,
2017060614,32.64,22.0,0.33333333333333337,40.0,76.66666666666667,6.933333333333334,244.33333333333334,4.0,,
2017060615,27.84,22.0,0.0,30.0,75.0,7.9,245.0,4.0,53.36,260.43
2017060616,16.08,22.0,0.0,26.666666666666668,75.0,7.5,244.66666666666666,3.6666666666666665,,
2017060617,6.72,22.0,0.0,23.333333333333332,75.0,7.1000000000000005,244.33333333333334,3.3333333333333335,,
2017060618,0.96,22.0,0.0,20.0,75.0,6.7,244.0,3.0,17.13,286.0
2017060619,0.0,21.333333333333332,0.0,20.0,71.66666666666667,6.133333333333334,259.0,3.0,,
2017060620,0.0,20.666666666666668,0.0,20.0,68.33333333333333,5.566666666666666,274.0,3.0,,
2017060621,0.0,20.0,0.0,20.0,65.0,5.0,289.0,3.0,,
2017060622,0.0,19.333333333333332,0.0,20.0,66.66666666666667,5.0,284.3333333333333,3.0,,
2017060623,0.0,18.666666666666668,0.0,20.0,68.33333333333333,5.0,279.6666666666667,3.0,,
2017060700,0.0,18.0,0.0,20.0,70.0,5.0,275.0,3.0,,
2017060701,0.0,18.0,0.0,18.333333333333332,72.5,4.7,274.5,2.8333333333333335,,
2017060702,0.0,18.0,0.0,16.666666666666668,75.0,4.4,274.0,2.6666666666666665,,
2017060703,0.0,18.0,0.0,15.0,77.5,4.1,273.5,2.5,,
2017060704,0.0,18.0,0.0,13.333333333333332,80.0,3.8,273.0,2.3333333333333335,,
2017060705,0.0,18.0,0.0,11.666666666666666,82.5,3.5,272.5,2.166666666666667,,
2017060706,0.0,18.0,0.0,10.0,85.0,3.2,272.0,2.0,,
2017060707,0.0,19.0,0.0,10.0,80.0,3.9,278.6666666666667,2.0,,
2017060708,0.48,20.0,0.0,10.0,75.0,4.6,285.3333333333333,2.0,,
2017060709,0.72,21.0,0.0,10.0,70.0,5.3,292.0,2.0,44.3,91.41
2017060710,16.32,22.0,0.0,10.0,68.33333333333333,5.0,295.6666666666667,2.0,,
2017060711,33.12,23.0,0.0,10.0,66.66666666666667,4.7,299.3333333333333,2.0,,
2017060712,95.28,24.0,0.0,10.0,65.0,4.4,303.0,2.0,76.38,156.55
2017060713,85.68,24.333333333333332,0.0,6.666666666666666,60.0,4.8,302.3333333333333,1.6666666666666667,,
2017060714,65.52,24.666666666666668,0.0,3.333333333333333,55.0,5.2,301.6666666666667,1.3333333333333335,,
2017060715,58.8,25.0,0.0,0.0,50.0,5.6,301.0,1.0,53.41,260.49
2017060716,41.52,24.333333333333332,0.0,0.0,53.333333333333336,5.233333333333333,303.0,1.0,,
2017060717,33.84,23.666666666666668,0.0,0.0,56.666666666666664,4.866666666666666,305.0,1.0,,
2017060718,12.48,23.0,0.0,0.0,60.0,4.5,307.0,1.0,17.18,286.04
2017060719,1.44,22.333333333333332,0.0,3.3333333333333335,61.666666666666664,4.033333333333333,300.0,1.3333333333333333,,
2017060720,0.0,21.666666666666668,0.0,6.666666666666667,63.333333333333336,3.566666666666667,293.0,1.6666666666666665,,
2017060721,0.0,21.0,0.0,10.0,65.0,3.1,286.0,2.0,,
2017060722,0.0,20.666666666666668,0.0,10.0,66.66666666666667,2.7,275.6666666666667,2.0,,
2017060723,0.0,20.333333333333332,0.0,10.0,68.33333333333333,2.3,265.3333333333333,2.0,,
2017060800,0.0,20.0,0.0,10.0,70.0,1.9,255.0,2.0,,
2017060801,0.0,20.166666666666668,0.0,11.666666666666666,68.33333333333333,1.9666666666666666,256.3333333333333,2.1666666666666665,,
2017060802,0.0,20.333333333333332,0.0,13.333333333333334,66.66666666666667,2.033333333333333,257.6666666666667,2.3333333333333335,,
2017060803,0.0,20.5,0.0,15.0,65.0,2.0999999999999996,259.0,2.5,,
2017060804,0.0,20.666666666666668,0.0,16.666666666666668,63.333333333333336,2.1666666666666665,260.3333333333333,2.6666666666666665,,
2017060805,0.0,20.833333333333332,0.0,18.333333333333336,61.666666666666664,2.2333333333333334,261.6666666666667,2.833333333333333,,
2017060806,4.08,21.0,0.0,20.0,60.0,2.3,263.0,3.0,,
2017060807,35.04,22.333333333333332,0.0,20.0,56.666666666666664,2.6333333333333333,265.3333333333333,3.0,,
2017060808,73.2,23.666666666666668,0.0,20.0,53.333333333333336,2.9666666666666663,267.6666666666667,3.0,,
2017060809,107.28,25.0,0.0,20.0,50.0,3.3,270.0,3.0,44.3,91.33
2017060810,128.64,25.333333333333332,0.0,20.0,50.0,3.433333333333333,260.6666666666667,3.0,,
2017060811,140.88,25.666666666666668,0.0,20.0,50.0,3.566666666666667,251.33333333333334,3.0,,
2017060812,142.8,26.0,0.0,20.0,50.0,3.7,242.0,3.0,76.43,156.36
2017060813,138.0,26.0,0.0,16.666666666666668,50.0,4.133333333333334,240.0,2.6666666666666665,,
2017060814,122.16,26.0,0.0,13.333333333333332,50.0,4.566666666666666,238.0,2.3333333333333335,,
2017060815,104.88,26.0,0.0,10.0,50.0,5.0,236.0,2.0,53.46,260.55
2017060816,72.48,25.0,0.0,6.666666666666666,55.0,5.033333333333333,237.0,1.6666666666666667,,
2017060817,36.72,24.0,0.0,3.333333333333333,60.0,5.066666666666666,238.0,1.3333333333333335,,
2017060818,9.12,23.0,0.0,0.0,65.0,5.1,239.0,1.0,17.23,286.07
2017060819,1.44,22.333333333333332,0.0,0.0,65.0,5.033333333333333,244.0,1.0,,
2017060820,0.0,21.666666666666668,0.0,0.0,65.0,4.966666666666667,249.0,1.0,,
2017060821,0.0,21.0,0.0,0.0,65.0,4.9,254.0,1.0,,
2017060822,0.0,20.666666666666668,0.0,0.0,65.0,4.9,255.66666666666666,1.0,,
2017060823,0.0,20.333333333333332,0.0,0.0,65.0,4.9,257.3333333333333,1.0,,
2017060900,0.0,20.0,0.0,0.0,65.0,4.9,259.0,1.0,,
2017060901,0.0,20.166666666666668,0.0,1.6666666666666667,65.83333333333333,4.683333333333334,262.1666666666667,1.1666666666666667,,
2017060902,0.0,20.333333333333332,0.0,3.3333333333333335,66.66666666666667,4.466666666666667,265.3333333333333,1.3333333333333333,,
2017060903,0.0,20.5,0.0,5.0,67.5,4.25,268.5,1.5,,
2017060904,0.0,20.666666666666668,0.0,6.666666666666667,68.33333333333333,4.033333333333333,271.6666666666667,1.6666666666666665,,
2017060905,0.0,20.833333333333332,0.0,8.333333333333334,69.16666666666667,3.816666666666667,274.8333333333333,1.8333333333333333,,
2017060906,6.0,21.0,0.0,10.0,70.0,3.6,278.0,2.0,,
2017060907,29.04,21.666666666666668,0.0,10.0,66.66666666666667,3.4,273.0,2.0,,
2017060908,51.84,22.333333333333332,0.0,10.0,63.333333333333336,3.2,268.0,2.0,,
2017060909,99.84,23.0,0.0,10.0,60.0,3.0,263.0,2.0,44.3,91.25
2017060910,100.56,23.666666666666668,0.0,13.333333333333334,61.666666666666664,3.2666666666666666,262.0,2.3333333333333335,,
2017060911,122.4,24.333333333333332,0.0,16.666666666666668,63.333333333333336,3.533333333333333,261.0,2.6666666666666665,,
2017060912,136.08,25.0,0.0,20.0,65.0,3.8,260.0,3.0,76.46,156.17
2017060913,134.88,24.666666666666668,0.0,20.0,66.66666666666667,3.7666666666666666,257.3333333333333,3.0,,
2017060914,121.44,24.333333333333332,0.0,20.0,68.33333333333333,3.7333333333333334,254.66666666666666,3.0,,
2017060915,101.04,24.0,0.0,20.0,70.0,3.7,252.0,3.0,53.51,261.01
2017060916,69.84,23.333333333333332,0.0,20.0,73.33333333333333,4.333333333333333,253.66666666666666,3.0,,
2017060917,35.04,22.666666666666668,0.0,20.0,76.66666666666667,4.966666666666667,255.33333333333334,3.0,,
2017060918,9.84,22.0,0.0,20.0,80.0,5.6,257.0,3.0,17.28,286.1
2017060919,1.92,21.333333333333332,0.0,23.333333333333332,80.0,4.433333333333334,195.33333333333334,3.3333333333333335,,
2017060920,0.0,20.666666666666668,0.0,26.666666666666668,80.0,3.2666666666666666,133.66666666666669,3.6666666666666665,,
2017060921,0.0,20.0,0.0,30.0,80.0,2.1,72.0,4.0,,
2017060922,0.0,19.666666666666668,0.0,30.0,81.66666666666667,2.033333333333333,76.0,4.0,,
2017060923,0.0,19.333333333333332,0.0,30.0,83.33333333333333,1.9666666666666666,80.0,4.0,,
2017061000,0.0,19.0,0.0,30.0,85.0,1.9,84.0,4.0,,
2017061001,0.0,19.0,0.0,30.0,80.83333333333333,1.8833333333333333,79.83333333333333,4.0,,
2017061002,0.0,19.0,0.0,30.0,76.66666666666667,1.8666666666666667,75.66666666666667,4.0,,
2017061003,0.0,19.0,0.0,30.0,72.5,1.85,71.5,4.0,,
2017061004,0.0,19.0,0.0,30.0,68.33333333333333,1.8333333333333333,67.33333333333333,4.0,,
2017061005,0.0,19.0,0.0,30.0,64.16666666666666,1.8166666666666667,63.166666666666664,4.0,,
2017061006,4.08,19.0,0.0,30.0,60.0,1.8,59.0,4.0,,
2017061007,24.48,20.0,0.0,26.666666666666668,60.0,1.7666666666666666,64.33333333333333,3.6666666666666665,,
2017061008,60.0,21.0,0.0,23.333333333333332,60.0,1.7333333333333334,69.66666666666667,3.3333333333333335,,
2017061009,92.4,22.0,0.0,20.0,60.0,1.7,75.0,3.0,44.3,91.17
2017061010,114.0,22.666666666666668,0.0,16.666666666666668,60.0,1.6666666666666667,79.33333333333333,2.6666666666666665,,
2017061011,119.52,23.333333333333332,0.0,13.333333333333332,60.0,1.6333333333333333,83.66666666666667,2.3333333333333335,,
2017061012,126.0,24.0,0.0,10.0,60.0,1.6,88.0,2.0,76.5,155.58
2017061013,122.16,24.0,0.0,6.666666666666666,58.333333333333336,1.8,85.0,1.6666666666666667,,
2017061014,103.68,24.0,0.0,3.333333333333333,56.666666666666664,2.0,82.0,1.3333333333333335,,
2017061015,77.04,24.0,0.0,0.0,55.0,2.2,79.0,1.0,53.55,261.05
2017061016,35.76,23.0,0.0,3.3333333333333335,56.666666666666664,2.2,76.0,1.3333333333333333,,
2017061017,19.2,22.0,0.0,6.666666666666667,58.333333333333336,2.2,73.0,1.6666666666666665,,
2017061018,13.68,21.0,0.0,10.0,60.0,2.2,70.0,2.0,17.33,286.13
2017061019,1.68,20.333333333333332,0.0,10.0,61.666666666666664,2.1333333333333333,68.33333333333333,2.0,,
2017061020,0.0,19.666666666666668,0.0,10.0,63.333333333333336,2.066666666666667,66.66666666666667,2.0,,
2017061021,0.0,19.0,0.0,10.0,65.0,2.0,65.0,2.0,,
2017061022,0.0,18.666666666666668,0.0,10.0,65.0,2.2,64.0,2.0,,
2017061023,0.0,18.333333333333332,0.0,10.0,65.0,2.4,63.0,2.0,,
2017061100,0.0,18.0,0.0,10.0,65.0,2.6,62.0,2.0,,
2017061101,0.0,18.0,0.0,11.666666666666666,65.0,2.45,60.666666666666664,2.1666666666666665,,
2017061102,0.0,18.0,0.0,13.333333333333334,65.0,2.3,59.333333333333336,2.3333333333333335,,
2017061103,0.0,18.0,0.0,15.0,65.0,2.15,58.0,2.5,,
2017061104,0.0,18.0,0.0,16.666666666666668,65.0,2.0,56.666666666666664,2.6666666666666665,,
2017061105,0.0,18.0,0.0,18.333333333333336,65.0,1.85,55.333333333333336,2.833333333333333,,
2017061106,0.24,18.0,0.0,20.0,65.0,1.7,54.0,3.0,,
2017061107,22.56,19.0,0.0,20.0,65.0,2.4,59.666666666666664,3.0,,
2017061108,54.24,20.0,0.0,20.0,65.0,3.0999999999999996,65.33333333333333,3.0,,
2017061109,84.72,21.0,0.0,20.0,65.0,3.8,71.0,3.0,44.29,91.1
2017061110,103.92,21.666666666666668,0.0,20.0,60.0,3.6,71.33333333333333,3.0,,
2017061111,129.36,22.333333333333332,0.0,20.0,55.0,3.4,71.66666666666667,3.0,,
2017061112,132.48,23.0,0.0,20.0,50.0,3.2,72.0,3.0,76.53,155.4
2017061113,135.6,22.666666666666668,0.0,20.0,50.0,2.9333333333333336,71.33333333333333,3.0,,
2017061114,124.56,22.333333333333332,0.0,20.0,50.0,2.6666666666666665,70.66666666666667,3.0,,
2017061115,101.76,22.0,0.0,20.0,50.0,2.4,70.0,3.0,54.0,261.09
2017061116,68.88,21.333333333333332,0.0,20.0,53.333333333333336,2.466666666666667,69.0,3.0,,
2017061117,36.0,20.666666666666668,0.0,20.0,56.666666666666664,2.533333333333333,68.0,3.0,,
2017061118,15.84,20.0,0.0,20.0,60.0,2.6,67.0,3.0,17.37,286.15
2017061119,3.6,19.0,0.0,20.0,61.666666666666664,2.4333333333333336,66.66666666666667,3.0,,
2017061120,0.0,18.0,0.0,20.0,63.333333333333336,2.2666666666666666,66.33333333333333,3.0,,
2017061121,0.0,17.0,0.0,20.0,65.0,2.1,66.0,3.0,,
2017061122,0.0,16.666666666666668,0.0,20.0,65.0,2.2333333333333334,65.66666666666667,3.0,,
2017061123,0.0,16.333333333333332,0.0,20.0,65.0,2.3666666666666667,65.33333333333333,3.0,,
2017061200,0.0,16.0,0.0,20.0,65.0,2.5,65.0,3.0,,
2017061201,0.0,16.166666666666668,0.0,20.0,67.5,2.3166666666666664,62.666666666666664,3.0,,
2017061202,0.0,16.333333333333332,0.0,20.0,70.0,2.1333333333333333,60.333333333333336,3.0,,
2017061203,0.0,16.5,0.0,20.0,72.5,1.95,58.0,3.0,,
2017061204,0.0,16.666666666666668,0.0,20.0,75.0,1.7666666666666666,55.666666666666664,3.0,,
2017061205,0.0,16.833333333333332,0.0,20.0,77.5,1.5833333333333333,53.33333333333333,3.0,,
2017061206,1.92,17.0,0.0,20.0,80.0,1.4,51.0,3.0,,
2017061207,18.24,18.0,0.0,20.0,75.0,1.8666666666666665,59.0,3.0,,
2017061208,48.96,19.0,0.0,20.0,70.0,2.333333333333333,67.0,3.0,,
2017061209,73.2,20.0,0.0,20.0,65.0,2.8,75.0,3.0,44.29,91.03
2017061210,97.2,21.0,0.0,20.0,60.0,2.833333333333333,78.0,3.0,,
2017061211,123.6,22.0,0.0,20.0,55.0,2.8666666666666667,81.0,3.0,,
2017061212,130.8,23.0,0.0,20.0,50.0,2.9,84.0,3.0,76.55,155.22
2017061213,89.28,22.666666666666668,0.0,20.0,51.666666666666664,2.433333333333333,88.66666666666667,3.0,,
2017061214,86.4,22.333333333333332,0.0,20.0,53.333333333333336,1.9666666666666668,93.33333333333333,3.0,,
2017061215,74.4,22.0,0.0,20.0,55.0,1.5,98.0,3.0,54.04,261.13
2017061216,54.0,21.333333333333332,0.0,20.0,56.666666666666664,1.8666666666666667,97.66666666666667,3.0,,
2017061217,33.84,20.666666666666668,0.0,20.0,58.333333333333336,2.2333333333333334,97.33333333333333,3.0,,
2017061218,15.36,20.0,0.0,20.0,60.0,2.6,97.0,3.0,17.42,286.17
2017061219,2.88,19.333333333333332,0.0,20.0,61.666666666666664,2.3333333333333335,105.66666666666667,3.0,,
2017061220,0.0,18.666666666666668,0.0,20.0,63.333333333333336,2.066666666666667,114.33333333333333,3.0,,
2017061221,0.0,18.0,0.0,20.0,65.0,1.8,123.0,3.0,,
